,SalePrice
1873,150000.0
1874,145000.0
1875,188000.0
1876,169000.0
1877,155000.0
1878,196000.0
1879,219500.0
1880,170440.0
1881,159500.0
1882,174000.0
1883,167000.0
1884,148500.0
1885,147983.0
1886,120000.0
1887,157000.0
1888,91500.0
1889,85000.0
1890,139600.0
1891,127000.0
1892,207500.0
1893,415000.0
1894,193000.0
1895,174000.0
1896,152500.0
1897,183000.0
1898,136500.0
1899,231500.0
1900,123500.0
1901,135500.0
1902,133500.0
1903,124000.0
1904,280000.0
1905,333168.0
1906,270000.0
1907,128500.0
1908,172000.0
1909,130000.0
1910,196000.0
1911,87000.0
1912,128250.0
1913,210000.0
1914,220000.0
1915,128000.0
1916,135000.0
1917,228500.0
1918,134000.0
1919,157500.0
1920,263550.0
1921,182900.0
1922,222000.0
1923,146000.0
1924,153500.0
1925,315000.0
1926,315000.0
1927,257000.0
1928,173000.0
1929,169000.0
1930,382500.0
1931,230000.0
1932,153000.0
1933,123000.0
1934,207000.0
1935,295000.0
1936,149000.0
1937,216500.0
1938,112000.0
1939,134500.0
1940,187687.0
1941,68400.0
1942,143050.0
1943,275000.0
1944,171000.0
1945,244000.0
1946,130000.0
1947,253000.0
1948,52500.0
1949,185000.0
1950,167800.0
1951,274900.0
1952,187500.0
1953,253000.0
1954,105000.0
1955,174500.0
1956,210900.0
1957,127000.0
1958,207000.0
1959,154000.0
1960,591587.0
1961,180000.0
1962,124000.0
1963,201500.0
1964,145000.0
1965,178900.0
1966,348000.0
1967,162500.0
1968,119900.0
1969,176500.0
1970,118000.0
1971,110000.0
1972,221000.0
1973,340000.0
1974,167500.0
1975,255000.0
1976,170000.0
1977,145000.0
1978,81000.0
1979,176500.0
1980,307000.0
1981,190550.0
1982,260000.0
1983,137500.0
1984,147000.0
1985,131000.0
1986,316000.0
1987,139000.0
1988,172500.0
1989,138887.0
1990,235000.0
1991,109500.0
1992,107000.0
1993,192500.0
1994,215000.0
1995,144100.0
1996,127050.0
1997,225000.0
1998,372402.0
1999,144000.0
2000,176500.0
2001,112000.0
2002,100000.0
2003,88000.0
2004,136905.0
2005,97500.0
2006,51689.0
2007,142000.0
2008,250000.0
2009,243500.0
2010,184500.0
2011,210000.0
2012,129000.0
2013,82000.0
2014,181000.0
2015,167000.0
2016,173000.0
2017,195800.0
2018,223000.0
2019,192000.0
2020,197000.0
2021,298236.0
2022,238000.0
2023,119000.0
2024,262500.0
2025,425000.0
2026,102776.0
2027,149900.0
2028,189920.0
2029,162500.0
2030,217000.0
2031,137500.0
2032,270000.0
2033,142500.0
2034,161000.0
2035,93900.0
2036,225000.0
2037,412500.0
2038,83000.0
2039,128000.0
2040,182000.0
2041,394617.0
2042,298751.0
2043,82500.0
2044,177000.0
2045,144000.0
2046,189000.0
