,Id,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,reno,years_of_house,BsmtRms,GrRms
628,2577,RL,68.0,9610,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1121.0,GasA,Ex,Y,FuseA,0,1336,0.0,0.0,1,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,488.0,TA,TA,Y,80,0,0,0,0,0,None,None,12,2006,WD ,162000,0,48,0.0,10
629,2241,RM,75.0,13710,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,910.0,GasA,TA,Y,FuseA,0,1558,0.0,0.0,1,1,4,1,TA,6,Typ,0,None,Attchd,Unf,1.0,282.0,TA,TA,Y,289,0,0,0,0,0,None,MnPrv,6,2007,WD ,152000,0,57,0.0,9
630,71,FV,100.0,12552,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,991.0,GasA,Ex,Y,SBrkr,0,1947,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2.0,678.0,TA,TA,Y,0,136,0,0,0,0,None,GdWo,5,2010,WD ,254900,1,6,0.0,12
631,1143,RL,43.0,14565,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,832.0,GasA,Ex,Y,SBrkr,0,1657,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,483.0,TA,TA,Y,144,74,0,0,0,0,None,None,11,2008,WD ,187000,1,14,0.0,10
632,1021,RL,56.0,18559,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,Plywood,BrkFace,383.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,Rec,2048.0,GasA,TA,Y,SBrkr,0,2064,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Fa,Attchd,Fin,2.0,550.0,TA,TA,Y,200,0,0,0,0,0,None,None,8,2008,WD ,235000,0,30,1.0,10
633,1416,RL,68.0,10880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1164.0,GasW,TA,N,SBrkr,0,1164,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,1.0,240.0,TA,TA,Y,0,48,0,0,0,0,None,None,8,2008,ConLD,125000,0,58,1.0,7
634,35,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,836.0,GasA,Ex,Y,SBrkr,0,836,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,Unf,1.0,308.0,TA,TA,Y,0,30,0,0,0,0,None,None,6,2010,WD ,120000,0,35,0.0,6
635,2904,A (agr),125.0,31250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,1,3,1951,1951,Gable,CompShg,CBlock,VinylSd,None,0.0,TA,Fa,CBlock,None,None,None,None,None,0.0,GasA,TA,Y,FuseA,0,1600,0.0,0.0,1,1,3,1,TA,6,Mod,0,None,Attchd,Unf,1.0,270.0,Fa,TA,N,0,0,135,0,0,0,None,None,5,2006,WD ,81500,0,55,0.0,9
636,2174,RL,81.0,11841,Grvl,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,816.0,GasA,TA,Y,SBrkr,0,816,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,32,0,0,0,0,None,None,5,2007,WD ,118500,0,17,1.0,7
637,522,FV,85.0,9187,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,1766.0,GasA,Ex,Y,SBrkr,0,1766,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,478.0,TA,TA,Y,195,130,0,0,0,0,None,None,10,2009,New,370878,0,0,1.0,11
638,2211,RH,82.0,6270,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1001.0,GasA,TA,N,FuseA,0,2002,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,2Types,Unf,3.0,871.0,TA,TA,Y,0,0,0,0,0,0,None,None,8,2007,WD ,145000,1,58,0.0,12
639,1539,RL,68.0,15660,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,798.0,GasA,Ex,Y,SBrkr,0,1954,0.0,1.0,1,1,3,1,Gd,8,Typ,2,TA,Attchd,Unf,2.0,431.0,TA,TA,Y,0,119,150,0,0,0,None,None,5,2008,WD ,311500,1,69,1.0,11
640,2420,RL,43.0,3087,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1220.0,GasA,Ex,Y,SBrkr,0,1364,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,437.0,TA,TA,Y,100,16,0,0,0,0,None,None,11,2006,New,210250,0,0,1.0,9
641,2779,RL,95.0,13450,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,916.0,GasA,Ex,Y,SBrkr,0,1861,1.0,0.0,2,1,3,1,Gd,8,Typ,0,None,BuiltIn,RFn,2.0,492.0,TA,TA,Y,146,91,0,0,0,0,None,None,6,2006,WD ,200000,0,4,1.0,12
642,953,RL,75.0,10125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,None,None,None,None,None,0.0,GasA,TA,Y,SBrkr,0,1734,0.0,0.0,2,0,4,2,Gd,8,Typ,0,None,Attchd,Unf,2.0,539.0,TA,TA,Y,0,0,0,0,0,0,None,None,8,2009,COD,126000,0,32,0.0,12
643,658,RL,80.0,8146,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,405.0,GasA,Gd,Y,SBrkr,0,1039,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,Detchd,Unf,1.0,281.0,TA,TA,N,0,0,168,0,111,0,None,None,5,2009,WD ,114000,1,109,0.0,8
644,714,RM,60.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,677.0,GasA,TA,Y,SBrkr,0,1510,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Detchd,Unf,2.0,720.0,TA,TA,N,0,0,160,0,0,0,None,None,6,2009,WD ,87500,1,99,0.0,10
645,1637,RL,98.0,12328,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1149.0,GasA,Ex,Y,SBrkr,0,2541,1.0,0.0,3,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3.0,729.0,TA,TA,Y,120,32,0,0,0,0,None,None,7,2007,WD ,349265,0,2,1.0,15
646,538,RL,76.0,10141,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,Rec,1512.0,GasA,Ex,Y,SBrkr,0,1512,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,3.0,845.0,TA,TA,Y,210,36,0,0,0,0,None,None,1,2009,WD ,203000,0,5,0.0,9
647,546,RL,65.0,8529,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1454.0,GasA,Ex,Y,SBrkr,0,1434,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,527.0,TA,TA,Y,290,39,0,0,0,0,None,None,4,2009,WD ,189000,0,8,0.0,9
648,533,FV,65.0,8127,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,812.0,GasA,Ex,Y,SBrkr,0,1653,1.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,628.0,TA,TA,Y,0,45,0,0,0,0,None,None,3,2009,WD ,209000,0,6,1.0,10
649,718,RM,70.0,8400,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0.0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,Unf,917.0,GasA,Gd,Y,FuseA,0,2007,0.0,0.0,2,0,3,1,Ex,8,Typ,0,None,Detchd,Unf,1.0,357.0,TA,TA,Y,0,235,0,0,0,0,None,None,6,2009,WD ,160000,1,109,0.0,11
650,1830,RL,44.0,10751,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,TA,CBlock,Fa,TA,Gd,ALQ,Unf,1037.0,GasA,TA,Y,SBrkr,0,1037,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,RFn,2.0,431.0,TA,TA,Y,136,47,0,0,0,0,None,None,8,2007,WD ,129000,0,33,1.0,7
651,2929,RL,77.0,10010,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,1389.0,GasA,Gd,Y,SBrkr,0,1389,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,418.0,TA,TA,Y,240,38,0,0,0,0,None,None,4,2006,WD ,170000,1,32,1.0,8
652,2207,RL,40.0,4280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,440.0,GasA,TA,N,SBrkr,0,694,0.0,0.0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,Unf,1.0,352.0,Gd,TA,P,0,0,34,0,0,0,None,MnPrv,3,2007,WD ,90350,1,94,0.0,6
653,1417,RL,60.0,9600,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,572.0,Grav,Fa,N,FuseF,0,1096,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,None,None,0.0,0.0,None,None,N,0,8,128,0,0,0,None,None,4,2008,WD ,79000,1,84,0.0,7
654,2787,RL,70.0,9800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,894.0,GasA,TA,Y,SBrkr,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,Unf,2.0,552.0,TA,TA,Y,256,0,0,0,0,0,None,GdWo,7,2006,WD ,149900,0,34,1.0,7
655,1037,RL,63.0,7560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,ALQ,864.0,GasA,TA,Y,SBrkr,0,864,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,None,None,5,2008,WD ,123000,0,37,1.0,7
656,2659,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,1095.0,GasW,Fa,N,SBrkr,0,1774,1.0,0.0,2,0,4,2,TA,8,Min2,0,None,2Types,Unf,3.0,779.0,Fa,Fa,N,0,0,90,0,0,0,None,None,5,2006,WD ,87000,1,106,1.0,12
657,1567,RL,76.0,9880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1096.0,GasA,TA,Y,SBrkr,0,1118,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,Fin,1.0,358.0,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,7,2008,WD ,171000,0,31,1.0,8
658,1225,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1032.0,GasA,TA,Y,FuseA,0,1252,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,Unf,1.0,288.0,TA,TA,Y,0,0,96,0,0,0,None,None,4,2008,WD ,119000,0,58,0.0,8
659,685,RL,70.0,7931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1148.0,GasA,TA,Y,SBrkr,0,1148,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,Unf,1.0,672.0,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,7,2009,WD ,132500,0,50,1.0,8
660,1358,RM,68.0,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,588.0,GasA,Fa,Y,SBrkr,0,1666,0.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1.0,228.0,TA,TA,Y,192,63,0,0,0,0,None,MnPrv,6,2008,WD ,161000,1,83,0.0,9
661,1461,RL,68.0,9720,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1357.0,GasA,Ex,Y,SBrkr,0,1947,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,3.0,725.0,TA,TA,Y,168,116,0,0,0,0,None,None,1,2008,WD ,274000,1,7,1.0,11
662,221,RL,70.0,8521,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,912.0,GasA,TA,Y,SBrkr,0,912,0.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,5,2010,WD ,125000,0,43,0.0,7
663,2187,RL,52.0,8741,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,6,1946,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1195.0,GasA,TA,N,SBrkr,0,1195,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,None,None,0.0,0.0,None,None,N,118,0,0,0,0,0,None,GdWo,7,2007,WD ,98500,1,61,0.0,12
664,2504,RL,89.0,12461,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1624.0,GasA,Ex,Y,SBrkr,0,1624,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,3.0,757.0,TA,TA,Y,0,114,192,0,0,0,None,GdPrv,7,2006,WD ,262000,1,12,1.0,8
665,855,RL,76.0,6950,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,914.0,GasA,TA,Y,SBrkr,0,914,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,Unf,2.0,444.0,TA,TA,Y,0,0,0,0,0,0,None,None,10,2009,WD ,134900,0,30,1.0,7
666,2258,RL,115.0,16905,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,1350.0,GasA,Gd,Y,SBrkr,0,1328,0.0,1.0,1,1,2,1,TA,5,Typ,2,Gd,Attchd,RFn,1.0,308.0,TA,TA,P,0,104,0,0,0,0,None,None,7,2007,WD ,170000,0,48,1.0,8
667,2205,RL,53.0,7155,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,686.0,GasA,TA,Y,SBrkr,0,1461,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,225.0,TA,TA,N,0,0,116,0,0,0,None,MnPrv,7,2007,WD ,135000,1,81,0.0,8
668,1158,RL,68.0,9205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,304.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,930.0,GasA,Ex,Y,SBrkr,0,2683,1.0,0.0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,RFn,2.0,473.0,TA,TA,Y,237,251,0,0,196,0,None,None,6,2008,WD ,290000,1,18,1.0,13
669,1741,RL,64.0,7697,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1246.0,GasA,Ex,Y,SBrkr,0,1258,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,None,None,8,2007,New,173500,0,0,0.0,9
670,2735,RL,78.0,7800,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,Unf,896.0,GasA,Ex,Y,SBrkr,0,2008,1.0,0.0,3,0,3,1,Ex,8,Typ,0,None,Attchd,Unf,1.0,230.0,TA,TA,Y,103,0,0,0,0,0,None,None,8,2006,WD ,225000,1,58,1.0,12
671,1888,RL,68.0,14357,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,864.0,GasA,TA,Y,SBrkr,0,1187,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,440.0,TA,TA,Y,128,0,0,0,0,0,None,None,8,2007,CWD,140500,0,46,1.0,8
672,2121,RL,65.0,8775,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990.0,GasA,Gd,Y,SBrkr,0,990,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,Unf,1.0,299.0,TA,TA,Y,0,64,0,0,0,0,None,None,4,2007,WD ,126000,0,13,0.0,7
673,1176,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,466.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,960.0,GasA,Ex,Y,SBrkr,0,1586,1.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Detchd,Unf,2.0,480.0,TA,TA,Y,169,0,0,0,0,0,None,None,12,2008,WD ,170000,0,9,1.0,11
674,2773,RL,43.0,13568,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,990.0,GasA,Ex,Y,SBrkr,0,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,Attchd,Unf,2.0,576.0,TA,TA,Y,224,0,0,0,0,0,None,None,7,2006,WD ,156000,0,11,1.0,7
675,2619,RL,47.0,16321,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,Unf,1484.0,GasA,TA,Y,SBrkr,0,1600,1.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,RFn,1.0,319.0,TA,TA,Y,288,258,0,0,0,0,None,None,12,2006,WD ,207500,1,49,1.0,8
676,1796,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,896.0,GasA,Ex,Y,SBrkr,0,1792,0.0,0.0,2,1,3,1,Gd,8,Typ,0,None,Attchd,Fin,2.0,590.0,TA,TA,Y,184,96,0,0,0,0,None,None,11,2007,New,255000,0,0,0.0,12
677,1598,RM,21.0,1596,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,462.0,GasA,TA,Y,SBrkr,0,988,1.0,0.0,1,0,1,1,TA,4,Typ,1,Po,BuiltIn,RFn,1.0,297.0,TA,TA,Y,0,101,0,120,0,0,None,GdWo,7,2008,WD ,94900,0,35,1.0,6
678,1965,RL,70.0,7315,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1170.0,GasA,TA,Y,SBrkr,0,1170,0.0,1.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,1.0,338.0,TA,TA,Y,0,0,0,0,225,0,None,None,3,2007,WD ,140000,0,49,1.0,8
679,2651,RM,42.0,7614,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,3,5,1905,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,738.0,GasA,Gd,Y,FuseA,0,1376,0.0,0.0,1,0,2,1,TA,7,Typ,0,None,Detchd,Unf,1.0,216.0,TA,TA,N,0,0,104,0,225,0,None,None,3,2006,WD ,96900,1,101,0.0,9
